

Algoritmos Geneticos
========== =========

1) Rastrigin
2) Quadratic
3) Rosenbrock
4) Schwefel
Selecione a funcao a minimizar : Total de individuos da populacao : Total de geracoes a evoluir : Probabilidade de mutacao : 
#	x_1		x_2		f(x_1, x_2)                             diversidade

0	169.917557    1.000000
1	159.265396    1.000000
2	138.327805    0.993018
3	138.327805    0.996172
4	133.624329    0.993502
5	126.740852    0.993102
6	126.740852    0.988647
7	135.816406    0.982937
8	141.114716    0.977818
9	141.114716    0.982601
10	147.209778    0.981772
11	142.077118    0.978817
12	142.077118    0.978727
13	121.611404    0.980361
14	117.200096    0.969462
15	117.200096    0.957102
16	117.200096    0.962924
17	125.434647    0.959794
18	123.655914    0.961801
19	107.659721    0.957702
20	103.865662    0.950778
21	103.865662    0.940791
22	95.544411    0.942310
23	94.665512    0.942783
24	101.715004    0.931130
25	103.112099    0.942405
26	94.665512    0.933442
27	94.665512    0.931466
28	97.282722    0.942169
29	90.859764    0.936200
30	83.364410    0.936210
31	93.551376    0.925295
32	85.878670    0.916822
33	93.551376    0.915824
34	85.505035    0.917744
35	97.714516    0.907740
36	100.591393    0.917004
37	93.654091    0.916980
38	95.694077    0.910302
39	70.783852    0.909018
40	94.491714    0.904249
41	100.955688    0.905848
42	103.265839    0.904088
43	100.919876    0.901094
44	90.733589    0.892232
45	72.472694    0.896355
46	72.472694    0.891310
47	76.394585    0.894379
48	69.987419    0.887848
49	69.987419    0.890796
50	69.987419    0.881552
51	58.959240    0.879765
52	79.159348    0.876963
53	79.159348    0.883985
54	84.653313    0.883186
55	87.294029    0.874686
56	70.225853    0.874206
57	70.225853    0.863694
58	70.225853    0.865991
59	71.757202    0.866086
60	72.677254    0.855317
61	76.352066    0.851949
62	78.230141    0.856401
63	86.172264    0.855533
64	73.319939    0.850914
65	83.164063    0.851275
66	73.336494    0.855566
67	81.057190    0.849225
68	79.113144    0.853390
69	65.289757    0.841353
70	61.479702    0.842211
71	61.479702    0.838513
72	60.186867    0.841381
73	64.104919    0.834264
74	64.081772    0.834435
75	68.020638    0.827051
76	63.743713    0.820349
77	55.897297    0.828762
78	62.929455    0.821691
79	55.083038    0.818659
80	55.083038    0.814416
81	69.056068    0.816097
82	52.857620    0.811841
83	52.857620    0.792630
84	53.469513    0.794117
85	65.149193    0.807866
86	62.651520    0.793693
87	58.339214    0.798408
88	58.339214    0.792957
89	56.834862    0.783458
90	55.326660    0.774777
91	56.834862    0.777300
92	57.067596    0.779048
93	57.067596    0.770925
94	60.711021    0.781039
95	60.591698    0.765564
96	50.488396    0.762814
97	54.453827    0.759621
98	54.453827    0.757015
99	51.145103    0.767013
100	54.560860    0.760268
101	51.716862    0.751082
102	51.716862    0.756427
103	51.716862    0.752033
104	54.939514    0.748364
105	55.508873    0.751358
106	48.952686    0.739943
107	55.808281    0.743818
108	50.617142    0.735947
109	50.617142    0.731776
110	47.972164    0.730516
111	47.037743    0.723291
112	46.103722    0.719815
113	48.244343    0.720695
114	48.244343    0.719007
115	48.244343    0.714918
116	48.978813    0.719759
117	47.286758    0.711973
118	45.303024    0.711528
119	51.588497    0.706083
120	48.519905    0.710797
121	48.519905    0.717179
122	48.519905    0.708931
123	46.885437    0.696568
124	44.744820    0.692420
125	44.776272    0.692926
126	42.539974    0.687765
127	42.539974    0.689445
128	48.060795    0.678398
129	45.753109    0.687515
130	45.753109    0.688290
131	46.566166    0.682706
132	46.566166    0.676216
