

Algoritmos Geneticos
========== =========

1) Rastrigin
2) Quadratic
3) Rosenbrock
4) Schwefel
Selecione a funcao a minimizar : Total de individuos da populacao : Total de geracoes a evoluir : Probabilidade de mutacao : 
#	x_1		x_2		f(x_1, x_2)                             diversidade

0	159.940475    1.000000
1	165.839981    0.994552
2	145.560623    0.994405
3	182.835342    0.997322
4	159.567688    0.994826
5	162.113007    0.986713
6	152.069412    0.991007
7	158.458817    0.983632
8	141.316650    0.977135
9	154.341736    0.980519
10	149.752716    0.974511
11	138.331528    0.973549
12	149.752716    0.970328
13	131.607620    0.960640
14	140.344955    0.974032
15	147.566147    0.967692
16	143.837204    0.968677
17	134.843170    0.956258
18	134.843170    0.955692
19	134.843170    0.954761
20	137.096375    0.952442
21	124.289650    0.946930
22	130.063660    0.956378
23	126.006210    0.949270
24	128.157532    0.944004
25	127.477264    0.944311
26	128.922653    0.944174
27	122.072159    0.939208
28	129.086411    0.944890
29	115.205757    0.931802
30	109.165009    0.920552
31	109.165009    0.929983
32	104.947052    0.922075
33	115.552139    0.928485
34	105.725319    0.919445
35	111.779541    0.919258
36	102.802818    0.915734
37	118.577042    0.909015
38	118.577042    0.921812
39	117.480919    0.917367
40	106.891708    0.913626
41	112.871338    0.912329
42	112.386742    0.916295
43	106.921860    0.906850
44	106.921860    0.903731
45	106.484230    0.899769
46	108.080475    0.900309
47	105.435776    0.901666
48	106.016327    0.901351
49	104.373123    0.898127
50	106.259071    0.901572
51	77.073509    0.899546
52	77.019684    0.893474
53	77.073509    0.898344
54	77.073509    0.881655
55	82.130981    0.879749
56	77.176064    0.875084
57	78.808578    0.877101
58	95.111786    0.884352
59	81.062195    0.875123
60	95.842697    0.877430
61	86.173889    0.870758
62	92.022568    0.875748
63	85.676926    0.866820
64	88.605095    0.869846
65	86.463501    0.870672
66	79.182350    0.866781
67	79.182350    0.865087
68	79.182350    0.856835
69	77.058449    0.855864
70	79.182350    0.864288
71	80.530067    0.860357
72	80.530067    0.861499
73	81.073021    0.855715
74	76.595749    0.846782
75	77.424042    0.835431
76	77.424042    0.842837
77	77.424042    0.833838
78	78.988754    0.840571
79	78.768387    0.837326
80	77.911896    0.839671
81	78.010147    0.833507
82	77.045067    0.829825
83	73.536995    0.839745
84	73.536995    0.827244
85	67.833122    0.829607
86	76.002075    0.818668
87	79.966454    0.821928
88	73.235245    0.814061
89	65.798744    0.814146
90	65.668495    0.812153
91	71.614090    0.818761
92	67.704887    0.803618
93	63.986065    0.804483
94	66.202385    0.802975
95	66.024284    0.798765
96	62.645645    0.801228
97	66.565140    0.803202
98	64.243881    0.800785
99	61.784943    0.798857
100	66.028419    0.792321
101	65.415665    0.796307
102	65.415665    0.791677
103	66.128174    0.782385
104	64.228752    0.784092
105	60.461216    0.787952
106	60.204964    0.778938
107	67.586166    0.786823
108	67.586166    0.772086
109	67.586166    0.774743
110	63.083141    0.772313
111	63.083141    0.771500
112	63.989693    0.761853
113	64.156357    0.766261
114	59.283825    0.767023
115	61.503380    0.762512
116	62.977848    0.761611
117	64.589775    0.757065
118	59.881626    0.762305
119	57.457512    0.757394
120	59.881626    0.753628
121	59.881626    0.754627
122	59.286846    0.757701
123	55.496910    0.751443
124	54.950905    0.750560
125	54.950905    0.745571
126	54.950905    0.739921
127	55.785549    0.742922
128	51.652542    0.738812
129	46.557125    0.733949
130	46.557125    0.740495
131	50.169315    0.727273
132	52.276440    0.729330
133	49.743343    0.732649
134	50.674129    0.720392
135	49.778610    0.717777
136	48.360760    0.722524
137	48.360760    0.714464
138	47.128262    0.715432
139	48.360760    0.706870
140	48.360760    0.716618
141	49.637745    0.713366
142	49.637745    0.708642
143	51.031231    0.702961
144	46.439938    0.713773
145	46.439938    0.711051
146	41.975922    0.708410
147	38.589169    0.705400
148	46.611782    0.700433
149	45.707123    0.703195
150	45.707123    0.703542
151	43.169189    0.690457
152	42.561043    0.684779
153	47.942822    0.693814
154	44.432365    0.693861
155	40.042484    0.695451
156	43.946838    0.685876
157	38.893742    0.687105
158	37.624813    0.682081
159	37.624813    0.676119
160	37.624813    0.673610
161	35.638130    0.681513
162	35.638130    0.677684
163	35.638130    0.671490
164	39.505993    0.672022
165	39.505993    0.671462
166	39.913162    0.669914
167	39.660355    0.663705
168	34.794613    0.669851
169	32.956779    0.667744
170	32.956779    0.663313
171	32.956779    0.650786
172	32.956779    0.646642
173	31.369158    0.642497
174	31.369158    0.645017
175	35.688896    0.633573
176	32.063900    0.640394
177	32.063900    0.638628
178	32.063900    0.634670
179	36.425529    0.640281
180	36.425529    0.636727
181	35.604805    0.634794
182	36.425529    0.633433
183	33.753559    0.627685
184	33.285301    0.631374
185	32.197060    0.619673
186	32.214836    0.623902
187	34.942242    0.620789
188	34.175613    0.623434
189	30.678270    0.621780
190	29.485189    0.611098
191	29.485189    0.612485
192	29.485189    0.607617
193	30.483513    0.596244
194	30.483513    0.598444
195	30.483513    0.600765
196	33.515362    0.604235
197	33.805920    0.594441
198	33.805920    0.595366
199	35.349422    0.591683
200	35.406498    0.584117
201	31.594973    0.586748
202	31.594973    0.586958
203	31.594973    0.587941
204	31.594973    0.595405
205	32.953781    0.588847
206	35.633652    0.583450
207	32.936596    0.589362
208	33.187271    0.577622
209	32.494690    0.577060
210	35.488724    0.575280
211	32.208221    0.576726
212	34.009895    0.573358
213	32.802502    0.574027
214	33.065670    0.567474
215	34.270931    0.564762
216	32.690041    0.567024
217	33.696884    0.560296
218	32.683506    0.564079
219	28.683275    0.551771
220	27.477779    0.558675
221	28.217518    0.556653
222	30.257601    0.563964
223	30.431093    0.552929
224	32.171143    0.556300
225	31.592674    0.553469
226	30.014572    0.553950
227	30.014572    0.560991
228	29.016251    0.551672
229	29.016251    0.555371
230	29.507332    0.553592
231	29.507332    0.549201
232	30.876461    0.546032
233	28.765131    0.553175
234	30.226677    0.549767
235	29.621643    0.548477
236	29.704212    0.547794
237	30.148558    0.547274
238	30.148558    0.543537
239	30.069855    0.543109
240	31.009111    0.542343
241	31.009111    0.536283
242	31.299788    0.535728
243	30.117270    0.536605
244	29.348362    0.540307
245	29.405024    0.539595
246	29.405024    0.531109
247	29.405024    0.540196
248	29.729921    0.533427
249	29.457525    0.534970
250	30.433371    0.535281
251	30.433371    0.524613
252	30.656332    0.532702
253	30.178772    0.529168
254	29.892923    0.525133
255	28.984779    0.528429
256	29.930489    0.523459
257	29.075413    0.518839
258	29.413715    0.510981
259	28.775959    0.512553
260	28.775959    0.506701
261	28.775959    0.513543
262	28.101610    0.509503
263	28.101610    0.509089
264	28.101610    0.510332
265	27.558048    0.502692
266	26.318981    0.506248
267	27.712248    0.499980
268	27.712248    0.498737
269	27.712248    0.492910
270	28.335127    0.496268
271	28.667240    0.500498
272	28.161915    0.496564
273	28.375303    0.495640
274	25.969795    0.496155
275	26.831324    0.492559
276	26.831324    0.489191
277	26.831324    0.487523
278	25.008146    0.482048
279	25.516691    0.483175
280	25.516691    0.483925
281	25.516691    0.476858
282	24.900867    0.481890
283	26.860107    0.480414
284	26.130556    0.483891
285	25.183153    0.474502
286	25.183153    0.470040
287	26.112696    0.469837
288	25.150429    0.468155
289	24.889421    0.472412
290	24.889421    0.463956
291	24.853048    0.461324
292	25.150429    0.460504
293	25.144560    0.462473
294	25.144560    0.462020
295	25.180935    0.458427
296	25.144560    0.464802
297	25.144560    0.458562
298	25.144560    0.456173
299	24.939384    0.456224
300	24.939384    0.453153
301	25.863882    0.447493
302	25.527828    0.442266
303	24.666929    0.443042
304	24.903009    0.430421
305	24.927937    0.433329
306	24.927937    0.437302
307	24.813997    0.438945
308	24.391777    0.428100
309	24.391777    0.436374
310	24.863251    0.424199
311	24.863251    0.433753
312	24.360806    0.439431
313	24.360806    0.424373
314	25.411552    0.428720
315	25.082426    0.417998
316	24.891563    0.413563
317	24.786158    0.416061
318	23.378721    0.416080
319	24.630556    0.421056
320	24.553236    0.419550
321	24.733788    0.409141
322	24.055079    0.399784
323	24.733788    0.400475
324	23.752630    0.400917
325	23.751017    0.397148
326	23.751017    0.395549
327	23.250938    0.397324
328	23.250938    0.393239
329	23.511946    0.390626
330	22.872768    0.388525
331	24.872591    0.401524
332	24.020428    0.399886
333	23.938793    0.404195
334	22.927862    0.392014
335	22.929476    0.391386
336	22.918028    0.400071
337	23.665676    0.379596
338	23.000027    0.384686
339	23.000027    0.377436
340	23.001640    0.376937
341	23.646353    0.378077
342	22.836794    0.371479
343	22.836794    0.376898
344	21.631439    0.382855
345	21.892447    0.372466
346	22.465086    0.367454
347	21.776894    0.374851
348	21.957321    0.369232
349	21.642885    0.364410
350	21.642885    0.366792
351	21.642885    0.369157
352	21.642885    0.366883
353	21.642885    0.360190
354	21.642885    0.350429
355	21.631296    0.348764
356	21.641273    0.347581
357	21.641273    0.350433
358	21.641273    0.349825
359	21.128881    0.348594
360	21.128881    0.345064
361	21.641273    0.346287
362	21.641273    0.339988
363	21.641273    0.344246
364	21.641273    0.337548
365	21.641273    0.336643
366	21.913868    0.334638
367	21.631439    0.336251
368	21.631439    0.330114
369	21.631439    0.328093
370	21.641273    0.326232
371	21.326571    0.324395
372	21.326571    0.323209
373	21.326571    0.325968
374	21.326571    0.321384
375	21.326571    0.318889
376	21.407663    0.316452
377	21.407663    0.318204
378	21.257208    0.312306
379	21.257208    0.311519
380	21.257208    0.312046
381	21.520302    0.313086
382	21.141775    0.311144
383	21.141775    0.297477
384	21.372465    0.295316
385	21.056295    0.297137
386	21.056295    0.303775
387	21.052031    0.293499
388	21.117434    0.294992
389	21.117434    0.294102
390	21.044849    0.289373
391	21.044849    0.302545
392	21.006298    0.298001
393	21.006298    0.296696
394	21.006298    0.288604
395	21.127268    0.287217
396	21.127268    0.289745
397	20.825603    0.288988
398	20.825603    0.290819
399	20.825603    0.284108
400	21.117290    0.288026
401	20.811098    0.280956
402	21.067593    0.274217
403	20.948330    0.273740
404	20.948330    0.269976
405	21.370853    0.265688
406	21.370853    0.262273
